price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
,3,2.25,1584,2800,2,0,0,3,7,1584,0,2012,0,98002,47.3454,-122.214,1584,2800
,4,2.5,2840,4500,2,0,0,3,8,2840,0,2012,0,98028,47.7678,-122.237,2840,4939
,4,3.25,3910,6293,2,0,0,3,9,3130,780,2006,0,98065,47.5389,-121.86,4410,6015
,3,2.5,1730,1301,3,0,0,3,9,1730,0,2011,0,98103,47.653,-122.352,1330,1240
,3,2.75,1840,2060,2,0,0,3,10,1700,140,2013,0,98027,47.53,-122.073,2590,2680
,4,3.75,4030,503989,2,0,0,3,10,4030,0,2008,0,98045,47.4807,-121.795,2110,71874
,4,3.5,3440,3800,3,0,0,3,9,3440,0,2014,0,98112,47.6408,-122.307,1760,3800
,4,2.5,2110,3825,2,0,0,3,7,2110,0,2012,0,98042,47.3602,-122.082,2110,3825
,3,2.5,2430,5866,2,0,0,3,7,2430,0,2009,0,98065,47.5158,-121.871,2380,5866
,4,3.75,4690,207141,2,0,0,3,10,4030,660,2007,0,98019,47.7072,-121.983,2890,200527
,4,3.5,3500,43560,2,0,0,3,9,2850,650,2014,0,98006,47.5481,-122.103,3640,40545
,4,2.5,2070,8685,2,0,0,3,7,2070,0,2006,0,98188,47.4697,-122.267,2170,9715
,4,3.5,3350,6350,2,0,2,3,8,2610,740,2009,0,98116,47.5602,-122.39,1820,6350
,4,2.5,2440,4850,2,0,0,3,8,2440,0,2013,0,98052,47.7043,-122.114,2970,5450
,5,3,3010,7357,2,0,0,3,9,3010,0,2008,0,98133,47.7226,-122.33,2370,8050
,3,2.5,2060,4200,2,0,0,3,8,2060,0,2014,0,98038,47.3706,-122.018,2370,4200
,2,2.5,1570,2399,2,0,0,3,7,1180,390,2009,0,98106,47.5488,-122.364,1590,2306
,3,2.5,1580,1161,2,0,0,3,8,1010,570,2008,0,98112,47.6206,-122.299,1680,1177
,5,3.5,4280,6530,2,0,3,3,10,4280,0,2014,0,98075,47.5941,-121.973,3960,6863
,5,3.5,2815,4900,2,0,0,3,9,2815,0,2011,0,98030,47.3424,-122.179,2798,4900
,4,2.5,2620,6114,2,0,0,3,9,2620,0,2011,0,98029,47.5603,-122.013,2620,5808
,3,2.25,1250,1033,3,0,0,3,8,1250,0,2007,0,98103,47.6907,-122.343,1250,1150
,4,2.5,3250,4500,2,0,0,3,8,3250,0,2008,0,98059,47.4944,-122.15,3030,4598
,4,3.25,2510,7686,2,0,0,3,9,2510,0,2003,0,98055,47.4785,-122.228,2510,6732
,2,1.75,1270,1685,2,0,0,3,8,1270,0,2012,0,98108,47.5646,-122.295,1270,1843
,5,4,6670,16481,2,0,0,3,12,4960,1710,2007,0,98004,47.6409,-122.221,4800,16607
,3,2.5,1580,3075,2,0,0,3,8,1580,0,2013,0,98126,47.545,-122.368,1710,2934
,3,1.5,1360,2030,3,0,0,3,8,1360,0,2008,0,98103,47.6961,-122.349,1360,1167
,4,2.5,2400,9612,1,0,0,3,8,1230,1170,1962,2009,98059,47.4799,-122.127,2430,5539
,3,3,1571,2017,3,0,0,3,8,1571,0,2008,0,98125,47.7338,-122.309,1520,1497
,2,2,1405,1073,2,0,0,3,8,1140,265,2007,0,98122,47.612,-122.295,1405,3000
,3,1.5,1010,1546,2,0,0,3,8,1010,0,1971,2014,98144,47.5998,-122.311,1010,1517
,2,2.5,1450,1281,2,0,0,3,8,1220,230,2006,0,98105,47.665,-122.285,1440,1281
,3,1.75,1420,1361,2,0,0,3,7,960,460,2014,0,98108,47.5684,-122.314,1340,1343
,4,2.5,2650,4644,2,0,0,3,8,2650,0,2013,0,98053,47.6945,-122.018,2640,5099
,5,2.75,3030,7679,2,0,0,3,9,3030,0,2014,0,98074,47.593,-122.057,3080,6341
,4,5.5,6530,871200,2,0,2,3,11,6530,0,2008,0,98014,47.664,-121.878,1280,858132
,3,2.75,2670,3738,1,0,0,3,10,1720,950,2013,0,98056,47.5299,-122.203,2610,3734
,2,2.5,1170,809,2,0,0,3,9,1170,0,2007,0,98103,47.6875,-122.339,1170,1121
,4,2.5,3260,26772,2,0,0,3,9,3260,0,2007,0,98027,47.5115,-122.031,3260,14491
,3,1.5,1480,1722,3,0,0,3,7,1480,0,2007,0,98125,47.728,-122.292,1480,5764
,3,2.5,2700,6947,2,0,3,3,9,2700,0,2013,0,98056,47.5172,-122.208,2500,6947
,4,3.5,4640,13404,2,0,0,3,10,4640,0,2007,0,98059,47.531,-122.134,4690,13590
,3,2.5,1601,2491,3,0,0,3,7,1536,65,2007,0,98125,47.719,-122.317,1420,1156
,5,3.75,5350,15360,1,0,1,3,11,3040,2310,2008,0,98004,47.648,-122.218,3740,15940
,3,2.5,2540,5237,2,0,0,3,8,2540,0,2011,0,98118,47.5492,-122.276,1800,4097
,2,1.75,1030,1106,2,0,0,3,7,765,265,2006,0,98136,47.5397,-122.387,1030,1066
,3,2.5,2730,7136,2,0,0,3,8,2730,0,2012,0,98198,47.3938,-122.321,2130,8932
,4,2.5,3172,5033,2,0,0,3,8,3172,0,2014,0,98023,47.2961,-122.348,2704,5232
,4,2.5,3160,8530,2,0,0,3,9,3160,0,2006,0,98059,47.5075,-122.148,3160,6460
,4,2.5,2850,12429,2,0,0,3,9,2850,0,2008,0,98033,47.6915,-122.177,2540,12000
,4,3.5,2780,3100,2,0,0,3,8,2120,660,2014,0,98117,47.6886,-122.364,1740,3600
,4,3.5,3860,6543,2,0,0,3,10,3860,0,2014,0,98075,47.5934,-121.974,3760,6888
,2,1.75,1180,900,2,0,0,3,10,780,400,2014,0,98102,47.6395,-122.329,1380,3610
,3,2.25,1410,1290,2,0,0,3,7,1290,120,2004,0,98027,47.5345,-122.069,1490,1380
,4,3.5,6370,205603,2,0,0,3,12,6370,0,2008,0,98027,47.5016,-121.905,1490,33580
,5,3,3223,6371,2,0,0,3,9,3223,0,2014,0,98042,47.3584,-122.163,1979,9008
,4,3.25,2600,2074,2,0,0,3,8,2150,450,2011,0,98027,47.5402,-122.028,2510,2074
,3,3.25,1380,1234,3,0,0,3,8,1380,0,2006,0,98103,47.6935,-122.342,1370,1282
,3,2.25,1620,998,2.5,0,0,3,8,1540,80,2010,0,98027,47.5401,-122.027,1620,1299
,3,3.25,1370,1227,3,0,0,3,8,1370,0,2007,0,98103,47.6964,-122.341,1370,1236
,3,2,1220,1186,3,0,0,3,8,1220,0,2007,0,98103,47.6972,-122.341,1280,1251
,3,2.5,1280,1889,3,0,0,3,8,1280,0,2009,0,98105,47.6619,-122.324,1450,1889
,2,1.5,770,850,2,0,0,3,7,770,0,2006,0,98116,47.5644,-122.388,1350,915
,3,2.5,1210,1200,3,0,0,3,8,1210,0,2008,0,98103,47.6543,-122.345,1210,1200
,4,2.5,2890,6322,2,0,0,3,8,2890,0,2011,0,98038,47.3494,-122.044,2380,5738
,3,2.5,1580,2765,2,0,0,3,8,1580,0,2011,0,98126,47.5444,-122.369,1580,1820
,3,2.25,1530,1245,2,0,0,3,9,1050,480,2014,0,98122,47.6018,-122.297,1530,2307
,4,2.5,3670,7680,2.5,0,0,3,10,3670,0,2007,0,98029,47.5401,-121.993,3130,6112
,4,2.25,1850,2340,2.5,0,0,3,8,1850,0,2014,0,98126,47.543,-122.372,1850,2340
,4,2.5,2440,6581,2,0,0,3,8,2440,0,2014,0,98133,47.7321,-122.334,1480,7432
,4,3.25,2190,4265,2,0,0,3,9,1540,650,2015,0,98122,47.6178,-122.29,1730,4265
,5,4,4360,8030,2,0,0,3,10,4360,0,2015,0,98075,47.5923,-121.973,3570,6185
,4,2.75,3990,6637,2,0,0,3,9,3990,0,2003,0,98053,47.6835,-122.045,3500,7074
,3,2.5,1270,1283,3,0,0,3,7,1270,0,2007,0,98125,47.7209,-122.291,1270,1512
,4,2.5,3340,6924,2,0,0,3,8,3340,0,2009,0,98059,47.495,-122.149,3030,6119
,2,2,1500,761,3,0,3,3,8,1500,0,2008,0,98103,47.6522,-122.346,1360,1527
,4,3.5,3120,5086,2,0,0,3,9,2480,640,2008,0,98115,47.6762,-122.288,1880,5092
,4,2.5,2480,4334,2,0,0,3,8,2480,0,2012,0,98038,47.3826,-122.036,2480,5632
,2,2,1110,1155,3,0,0,3,7,980,130,2008,0,98136,47.5496,-122.388,1110,1089
,4,2.75,2760,5670,2,0,0,3,10,2760,0,2014,0,98075,47.5819,-122.047,2760,6600
,3,2.5,1510,1493,3,0,0,3,8,1510,0,2014,0,98107,47.669,-122.402,1530,1357
,3,2.5,1460,1614,2,0,0,3,8,1180,280,2007,0,98117,47.6781,-122.374,1380,1402
,4,2.75,3980,285318,2,0,2,3,9,3980,0,2006,0,98045,47.4803,-121.795,2100,105415
,4,3.75,3320,8234,2,0,0,3,10,3320,0,2014,0,98004,47.5963,-122.2,1560,8240
,4,3.25,3270,5187,2,0,0,3,9,3110,160,2014,0,98052,47.6966,-122.133,3600,5825
,4,2.5,2670,8765,2,0,0,3,9,2670,0,2006,0,98059,47.4876,-122.146,2880,8765
,3,2.25,1410,1332,2,0,0,3,7,1290,120,2004,0,98027,47.5345,-122.069,1445,1290
,4,2.75,2475,4000,2,0,0,3,7,2475,0,2014,0,98002,47.3452,-122.21,2166,4000
,3,3.5,1600,1431,2,0,0,3,8,1240,360,2006,0,98117,47.6865,-122.363,1500,4120
,2,1,1290,3383,2,0,0,3,7,1290,0,2008,0,98053,47.6968,-122.025,1290,2828
,3,2.5,1608,4818,2,0,0,3,8,1608,0,2012,0,98092,47.2583,-122.203,2009,5200
,2,2.25,1300,2104,2,0,0,3,8,1010,290,2011,0,98136,47.5477,-122.388,1430,1850
,4,3.5,2530,3000,2,0,0,3,8,1850,680,2014,0,98146,47.4919,-122.336,1470,6000
,3,2.5,1390,1411,3,0,0,3,8,1390,0,2008,0,98103,47.6485,-122.334,1350,1266
,3,2.25,1640,1204,3,0,0,3,8,1640,0,2014,0,98112,47.6196,-122.297,1630,3136
,4,2.5,2229,5723,2,0,0,3,7,2229,0,2012,0,98032,47.3693,-122.286,2738,5742
,3,2.5,1790,3078,2,0,0,3,8,1790,0,2010,0,98027,47.5638,-122.094,1890,3078
,3,2.25,990,736,2.5,0,0,3,8,880,110,2009,0,98105,47.6605,-122.319,1030,1201
,5,2.75,3240,6863,2,0,0,3,10,3240,0,2013,0,98056,47.5033,-122.193,2360,6002
,2,2.5,1280,819,2,0,0,3,8,1060,220,2006,0,98103,47.6905,-122.364,1290,2900
,3,2.5,1610,3848,2,0,0,3,8,1610,0,2006,0,98055,47.4497,-122.188,1610,3049
,6,3.5,3670,3959,2,0,0,3,10,2410,1260,2008,0,98119,47.6356,-122.373,2060,3625
,2,2.5,1150,1027,3,0,0,3,8,1150,0,2008,0,98103,47.6534,-122.356,1360,1210
,5,3.75,3760,4702,2,0,0,3,9,2780,980,2014,0,98034,47.7202,-122.223,2950,5981
,2,2.5,1320,1157,2,0,0,3,8,990,330,2014,0,98107,47.6689,-122.363,1550,1519
,4,2.75,2700,7992,2,0,0,3,9,2700,0,2012,0,98059,47.4831,-122.135,2840,7992
,2,2,1480,804,3,0,0,3,8,1480,0,2008,0,98122,47.602,-122.308,1380,1751
,3,2.25,1410,905,3,0,0,3,9,1410,0,2014,0,98116,47.5818,-122.402,1510,1352
,4,2.5,3135,5811,2,0,0,3,9,3135,0,2005,0,98092,47.3263,-122.18,3008,5799
,3,2.5,1480,1485,2,0,0,3,8,1280,200,2007,0,98102,47.6376,-122.326,1470,1277
,4,4.5,4020,9656,2,0,0,3,10,4020,0,2007,0,98004,47.6358,-122.207,1960,9520
,2,2.25,1060,1209,2,0,0,3,8,940,120,2006,0,98102,47.6369,-122.327,1300,1169
,2,2.5,1950,2457,3,0,0,3,8,1950,0,2009,0,98144,47.5925,-122.302,1650,1639
,4,2.75,3340,5677,2,0,0,3,9,3340,0,2011,0,98052,47.709,-122.118,3240,5643
,3,2.5,1570,1452,2.5,0,0,3,9,1240,330,2007,0,98199,47.648,-122.396,1670,1596
,3,2.5,1930,6604,2,0,0,3,7,1930,0,2014,0,98166,47.4692,-122.351,910,6604
,3,2,1590,8100,1,0,0,3,7,1060,530,1996,0,98038,47.3611,-122.047,1590,8100
,4,4.5,3720,7746,2,0,0,3,10,3720,0,2014,0,98034,47.7323,-122.165,3080,11067
,4,4.25,4470,5884,2,0,1,3,11,3230,1240,2010,0,98199,47.6387,-122.405,2570,6000
,2,1,1290,1289,2,0,0,3,7,1030,260,2005,0,98144,47.6006,-122.305,1290,1332
,3,2.25,1489,2800,2,0,0,3,7,1489,0,2012,0,98002,47.3454,-122.214,1584,2800
,3,2.5,2075,39553,1,0,0,3,7,2075,0,2012,0,98038,47.3601,-122.032,1960,9047
,3,2.5,1413,3600,2,0,0,3,8,1413,0,2011,0,98031,47.4222,-122.193,2150,3869
,3,2.5,1300,1362,2,0,0,3,8,880,420,2008,0,98144,47.5893,-122.317,1300,1251
,3,3.25,1480,983,2,0,0,3,8,1180,300,2013,0,98106,47.5555,-122.363,1330,1062
,4,2.75,3320,5559,2,0,0,3,9,3320,0,2012,0,98075,47.5607,-122.031,3400,6854
,3,2.25,1530,1279,2,0,0,3,7,1116,414,2007,0,98177,47.7035,-122.357,1320,1427
,3,2.5,1180,932,3,0,0,3,8,1180,0,2010,0,98119,47.638,-122.375,1180,2632
,2,2,1190,1303,2,0,0,3,8,800,390,2009,0,98107,47.6675,-122.368,1670,2425
,3,2.25,1300,1180,3,0,0,3,8,1300,0,2008,0,98103,47.6871,-122.339,1300,1174
,3,3.5,1710,2212,2,0,0,3,7,1400,310,2013,0,98126,47.5459,-122.368,1580,2212
,3,2.5,2390,47480,2,0,0,3,9,2390,0,2007,0,98058,47.4517,-122.084,1720,44866
,4,3.5,3510,6005,2,0,0,3,8,2750,760,2010,0,98065,47.5168,-121.87,3090,5866
,3,1.75,1140,1165,2,0,0,3,8,1140,0,2014,0,98108,47.5638,-122.295,1150,1552
,2,2.5,1320,1329,2,0,0,3,8,1180,140,2007,0,98107,47.6728,-122.374,1490,5000
,5,3,2100,9752,1,0,0,3,8,1200,900,2007,0,98003,47.3341,-122.304,1270,10200
,4,2.5,2400,4848,2,0,0,3,8,2400,0,2004,0,98038,47.3626,-122.04,1980,5199
,3,2.5,1408,989,3,0,0,3,8,1408,0,2005,0,98115,47.6856,-122.315,1408,1342
,4,2.5,2560,5102,2,0,0,3,8,2560,0,2013,0,98092,47.3404,-122.181,2586,5059
,2,2.5,1260,1347,3,0,0,3,8,1260,0,2005,0,98103,47.6994,-122.341,1260,1356
,2,1.75,1290,1624,2,0,0,3,8,1290,0,2014,0,98106,47.5171,-122.347,1410,1963
,4,2.5,2730,9260,2,0,0,3,8,2730,0,2008,0,98133,47.7222,-122.331,2730,7357
,2,2.5,1630,1368,2,0,0,3,7,1280,350,2009,0,98106,47.5489,-122.363,1590,2306
,4,2.75,3530,6844,2,0,0,3,10,3530,0,2014,0,98075,47.5975,-121.985,3530,10038
,4,2.5,2714,12558,2,0,0,3,9,2714,0,2014,0,98031,47.3522,-122.201,2873,8269
,3,2.25,1630,2520,2,0,0,3,7,1630,0,2005,0,98029,47.5493,-121.998,1630,3131
,5,3.25,5790,13726,2,0,3,3,10,4430,1360,2014,0,98006,47.5388,-122.114,5790,13726
,3,3,2230,1407,2.5,0,0,3,8,1850,380,2013,0,98027,47.5446,-122.017,2290,1407
,3,2.5,1380,1590,2,0,0,3,9,1160,220,2012,0,98126,47.5444,-122.375,1380,1590
,3,3.5,1320,1161,3,0,0,3,8,1320,0,2010,0,98125,47.7162,-122.294,1320,1161
,2,2,1490,713,3,0,0,3,9,1490,0,2014,0,98109,47.6356,-122.346,1490,1110
,3,2.25,1280,1520,2,0,0,3,8,1080,200,2008,0,98107,47.6651,-122.368,1280,1681
,5,4,3870,5929,2,0,0,3,10,3870,0,2014,0,98052,47.6965,-122.134,3600,5625
,2,2.5,1280,1051,2,0,0,3,8,1080,200,2009,0,98119,47.6273,-122.359,1580,1279
,3,1.5,1300,1435,2,0,0,3,8,1120,180,2007,0,98122,47.6114,-122.31,1320,1652
,4,2.75,2170,5024,2,0,0,3,8,2170,0,2012,0,98059,47.495,-122.145,2460,5024
,4,2.25,1763,3717,2,0,0,3,8,1763,0,2012,0,98031,47.4213,-122.194,1763,3666
,2,1.5,1020,1525,2,0,0,3,7,1020,0,2004,0,98133,47.704,-122.347,1020,3844
,4,2.5,1840,4593,2,0,0,3,7,1840,0,2010,0,98053,47.6866,-122.013,1740,3600
,3,2,1820,1358,3,0,0,3,9,1820,0,2014,0,98126,47.5433,-122.376,1710,1367
,3,3.5,2670,3000,2,0,0,3,9,1870,800,2014,0,98117,47.6813,-122.372,1750,5000
,6,6.5,6260,10955,2,0,0,3,11,4840,1420,2007,0,98075,47.5947,-122.039,2710,12550
,3,2.25,1400,3814,2,0,0,3,7,1400,0,2012,0,98042,47.3584,-122.083,1610,3814
,2,1.5,1160,2158,2,0,0,3,7,1160,0,1982,0,98034,47.7178,-122.19,1150,2158
,3,2.5,1400,3368,2,0,0,3,7,1400,0,2013,0,98146,47.5134,-122.342,1400,4316
,3,2.5,1232,1130,3,0,0,3,7,1232,0,2007,0,98125,47.7185,-122.317,1232,1202
,4,2.75,2700,6000,2,0,0,4,8,2100,600,1910,0,98116,47.586,-122.383,2050,5400
,4,2.5,2550,6382,2,0,0,3,7,2550,0,2007,0,98065,47.5202,-121.87,2430,5900
,4,2.5,3260,6902,2,0,0,3,8,3260,0,2008,0,98059,47.4829,-122.156,3130,6588
,2,2.5,1680,1240,2,0,0,3,8,1120,560,2014,0,98102,47.6372,-122.324,2060,3630
,4,3.25,2630,2550,2,0,0,3,10,2030,600,2006,0,98117,47.6775,-122.385,1810,2600
,3,1.5,1260,5758,2,0,0,3,7,1260,0,1999,0,98006,47.5524,-122.139,3090,10142
,4,2.5,2550,4500,2,0,0,3,7,2550,0,2009,0,98059,47.4916,-122.153,2340,4526
,4,3.25,3450,5000,2,0,0,3,8,3450,0,2008,0,98178,47.4925,-122.273,1420,5000
,3,2.5,1550,3402,2,0,0,3,7,1550,0,2009,0,98002,47.3523,-122.212,2095,3402
,4,2.5,4150,8436,2,0,0,3,10,4150,0,2014,0,98075,47.5802,-122.039,4070,8438
,5,3.5,3900,4400,2,0,0,3,9,2650,1250,2014,0,98107,47.6607,-122.362,1190,4400
,3,3.25,1550,1444,3,0,0,3,8,1550,0,2006,0,98115,47.6767,-122.291,1550,1444
,4,2.5,2130,4000,2,0,0,3,8,2130,0,2014,0,98146,47.5108,-122.362,1830,7217
,4,2.5,2890,7798,2,0,0,3,9,2890,0,2005,0,98006,47.5456,-122.129,3300,30950
,3,2.5,1220,1330,2,0,0,3,8,1010,210,2008,0,98117,47.6904,-122.37,1360,3750
,4,2.5,2502,8306,2,0,0,3,9,2502,0,2013,0,98001,47.2953,-122.265,2597,6983
,3,2,1340,1384,3,0,0,3,8,1340,0,2008,0,98103,47.6973,-122.35,1110,1384
,4,2.5,2350,3800,2,0,0,3,8,2350,0,2014,0,98059,47.4783,-122.123,2670,4180
,3,2.5,1810,3930,2,0,0,3,8,1810,0,2008,0,98053,47.7169,-122.02,1560,5100
,4,2.5,3310,6500,2,0,0,3,8,3310,0,2012,0,98065,47.515,-121.87,2380,5000
,3,2,1620,5101,1,0,0,3,7,590,1030,2006,0,98118,47.5448,-122.288,1700,7750
,2,2,1070,635,2,0,0,3,9,720,350,2008,0,98106,47.5212,-122.357,1070,928
,4,2.5,2230,4952,2,0,0,3,8,2230,0,2011,0,98002,47.3363,-122.211,2030,3721
,4,2.5,1970,4558,2,0,0,3,8,1970,0,2005,0,98038,47.3627,-122.04,1980,5123
,5,4.5,4600,7810,2,0,0,3,9,3200,1400,2006,0,98065,47.5381,-121.86,4480,6324
,4,2.75,3110,6050,2,0,0,3,9,3110,0,2014,0,98052,47.705,-122.126,3590,6054
,4,2.5,3490,3677,2,0,0,3,9,2850,640,2007,0,98072,47.774,-122.162,3440,3600
,3,2.5,1600,1936,2,0,0,3,7,1600,0,2007,0,98108,47.5629,-122.297,1600,1936
,3,2.5,1960,3060,2,0,0,3,8,1960,0,2010,0,98117,47.6764,-122.389,1220,3060
,2,2.5,1000,1092,2,0,0,3,7,990,10,2004,0,98118,47.5419,-122.271,1330,1466
,2,2.5,1000,1092,2,0,0,3,7,990,10,2004,0,98118,47.5419,-122.271,1330,1466
,2,2,1500,1408,3,0,0,3,7,1500,0,1999,0,98133,47.7293,-122.343,1500,1245
,3,2.5,2424,5931,2,0,0,3,9,2424,0,2014,0,98042,47.3515,-122.134,2424,6036
,4,2.5,2303,3826,2,0,0,3,8,2303,0,2006,0,98092,47.3258,-122.165,2516,4500
,3,2.5,1880,6008,2,0,0,3,7,1880,0,2009,0,98042,47.3366,-122.052,2180,5185
,2,2,1210,740,2,0,0,3,8,780,430,2014,0,98112,47.6206,-122.3,1480,1171
,4,3.25,3720,6765,2,0,0,3,9,3720,0,2012,0,98053,47.688,-122.018,3100,6790
,4,2.75,3610,8580,2,0,0,3,9,3610,0,2014,0,98033,47.6706,-122.173,2360,8580
,3,1.5,1360,885,3,0,0,3,8,1360,0,2008,0,98103,47.6961,-122.349,1360,1167
,5,2.5,2590,7084,2,0,0,3,8,2590,0,2014,0,98052,47.7053,-122.113,3010,4823
,5,3.25,4390,11250,2,0,0,3,10,4390,0,2007,0,98040,47.5785,-122.225,2160,9249
,3,3,2290,1407,2.5,0,0,3,8,1890,400,2014,0,98027,47.5446,-122.017,2230,1407
,4,3.75,3880,9979,2.5,0,0,3,10,3880,0,2007,0,98029,47.5408,-121.992,3130,6112
,3,2.5,1350,874,3,0,0,3,8,1270,80,2006,0,98136,47.549,-122.387,1350,886
,5,2.5,2170,2752,2,0,0,3,8,2170,0,2014,0,98106,47.5165,-122.346,1800,2752
,3,3,1296,1051,3,0,0,3,8,1296,0,2009,0,98125,47.7175,-122.284,1520,1939
,3,3.25,1530,1602,2,0,0,3,8,1140,390,2013,0,98106,47.5555,-122.362,1450,1198
,3,2.5,1489,3266,2,0,0,3,7,1489,0,2014,0,98002,47.3452,-122.217,1537,3273
,4,2.5,2130,4467,2,0,0,3,8,2130,0,2014,0,98146,47.5108,-122.363,1830,8160
,3,2.75,1430,1521,2,0,0,3,9,1130,300,2009,0,98119,47.6353,-122.371,1930,2700
,5,3.75,2380,7268,1,0,0,3,8,1430,950,2008,0,98106,47.5571,-122.357,2040,10810
,3,2.5,1420,814,2,0,0,3,8,1140,280,2008,0,98136,47.5429,-122.387,1340,1382
,4,3.25,3450,6184,2,0,0,3,9,3450,0,2014,0,98074,47.6072,-122.054,3020,5369
,4,2.5,1914,3150,2,0,0,3,8,1914,0,2009,0,98055,47.43,-122.188,1714,3164
,2,1.5,988,1080,3,0,0,3,7,988,0,2007,0,98125,47.7123,-122.301,1128,1080
,3,2.25,1584,2800,2,0,0,3,7,1584,0,2012,0,98002,47.3451,-122.214,1584,2800
,4,2.5,2630,5710,2,0,0,3,8,2630,0,2001,0,98065,47.5342,-121.876,2550,5500
,4,3.25,3520,5250,2,0,0,3,9,3520,0,2012,0,98053,47.6869,-122.019,3220,5781
,4,2.5,2380,4913,2,0,0,3,8,2380,0,2006,0,98038,47.3607,-122.038,2580,5311
,3,1.75,1410,1197,3,0,0,3,8,1410,0,2012,0,98103,47.6558,-122.348,1350,2512
,4,3.5,3220,5741,2,0,0,3,9,3220,0,2013,0,98065,47.5169,-121.886,2960,6534
,4,3.25,3266,5969,2,0,0,3,8,3266,0,2014,0,98023,47.2975,-122.35,3087,5169
,3,2,2550,4794,2,0,0,3,9,2550,0,2007,0,98115,47.6955,-122.29,1630,5100
,4,3.5,3828,18900,2.5,0,0,3,9,3828,0,2014,0,98001,47.2851,-122.277,2120,18900
,3,2.25,1670,1596,3,0,0,3,8,1670,0,2014,0,98136,47.5402,-122.387,1640,1310
,4,2.5,3056,11385,2,0,0,3,9,3056,0,2014,0,98001,47.2905,-122.264,2849,8607
,2,1.5,1000,1188,3,0,0,3,8,1000,0,2005,0,98115,47.6823,-122.327,2300,3500
,3,3.25,1530,1786,2,0,0,3,8,1200,330,2007,0,98117,47.6783,-122.366,1390,2900
,5,3,3490,6091,2,0,0,3,9,3490,0,2009,0,98011,47.7744,-122.225,2870,5932
,5,2.5,2760,6000,2,0,0,3,8,2760,0,2006,0,98108,47.5289,-122.321,1360,6000
,3,2.5,1440,2163,2,0,0,3,7,1440,0,2005,0,98029,47.554,-121.998,1440,2207
,3,3,1370,1001,3,0,0,3,8,1370,0,2009,0,98133,47.7302,-122.355,1399,1151
,6,4,3180,6551,2,0,0,3,9,3180,0,2014,0,98074,47.6236,-122.023,3230,7602
,4,3,2720,7570,2,0,0,3,9,2720,0,2008,0,98133,47.7113,-122.349,1770,5705
,3,2.5,1800,2792,2,0,0,3,8,1800,0,2011,0,98126,47.5442,-122.371,1580,2617
,3,2.5,3220,6409,2,0,0,3,9,3220,0,2008,0,98059,47.4815,-122.127,3330,6231
,3,2.5,2370,5321,2,0,0,3,8,2370,0,2014,0,98038,47.37,-122.019,2370,4357
,3,2.5,1410,1325,2,0,0,3,7,1180,230,2007,0,98106,47.5582,-122.363,1270,1282
,4,3.5,3640,6049,2,0,0,3,9,3640,0,2014,0,98052,47.7049,-122.125,3590,6104
,3,2.5,1920,3624,2,0,0,3,9,1920,0,2003,0,98052,47.6647,-122.087,1930,3533
,4,2.5,2267,3577,2,0,0,3,7,2267,0,2014,0,98092,47.3384,-122.18,2056,3577
,5,4.75,5780,17004,2,0,0,3,11,4260,1520,2006,0,98040,47.5802,-122.212,3460,10855
,2,1,1131,1304,3,0,0,3,7,1131,0,2011,0,98115,47.6912,-122.313,1131,1992
,3,3.5,2940,6431,2,0,0,3,10,2940,0,2014,0,98075,47.5818,-122.047,2760,6695
,3,2.5,2180,4533,2,0,0,3,7,2180,0,2010,0,98011,47.754,-122.215,2180,7347
,3,2.25,1400,1078,2,0,0,3,8,940,460,2009,0,98144,47.5701,-122.288,1420,1230
,4,2.5,2680,5539,2,0,0,3,8,2680,0,2013,0,98045,47.4759,-121.734,2680,5992
,4,2.5,2680,5539,2,0,0,3,8,2680,0,2013,0,98045,47.4759,-121.734,2680,5992
,3,2.5,1300,3612,2,0,0,3,7,1300,0,2005,0,98118,47.5328,-122.282,1390,2943
,4,3.5,2796,3520,2.5,0,0,3,8,2796,0,2013,0,98001,47.3427,-122.278,2040,5195
,2,1.75,1460,1500,2,0,0,3,8,1000,460,2008,0,98103,47.6853,-122.356,1440,4120
,4,3.5,4210,6481,2,0,3,3,9,3260,950,2014,0,98075,47.5765,-122.072,3920,5331
,4,2.75,2330,3920,2,0,0,3,9,2330,0,2005,0,98029,47.5525,-121.99,2410,4063
,4,3.5,3930,5680,2,0,1,3,9,2820,1110,2013,0,98027,47.5528,-122.076,3700,5816
,3,2.5,1608,4000,2,0,0,3,8,1608,0,2014,0,98092,47.2582,-122.198,2009,4983
,2,2.25,1610,1968,2,0,0,4,7,1610,0,1979,0,98056,47.5184,-122.196,1950,1968
,4,3.5,3200,3250,2,0,0,3,9,2670,530,2007,0,98029,47.5515,-122,3400,3663
,4,2.5,1710,3500,2,0,0,3,7,1710,0,2014,0,98002,47.3448,-122.217,1710,3500
,5,3.75,3050,8972,2,0,0,3,9,3050,0,2014,0,98033,47.6819,-122.172,2750,8979
,4,3.5,3560,4951,2,0,0,3,9,3560,0,2014,0,98074,47.6178,-122.055,3540,5500
,4,2.5,2650,8685,2,0,0,3,9,2650,0,2006,0,98001,47.344,-122.269,2650,7932
,3,2.5,3490,12410,2,0,0,3,8,2590,900,2009,0,98059,47.4714,-122.071,1740,14448
